name	number	code	lat	lon	type	favourite
Macfarlane & Brisbane	1609	SD520	45.32782	-75.70858	0	0
Macfarlane & Deakin	1955	SD600	45.330296	-75.703735	0	0
Macfarlane & Deakin	6085	SD610	45.330391	-75.703491	0	0
Macfarlane & Greenside	1608	SD490	45.328938	-75.706482	0	0
Macfarlane & Greenside	1840	SD500	45.328987	-75.705963	0	0
Macfarlane & Merivale	6084	SD580	45.324135	-75.717354	0	0
Macfarlane & Pineglen	6082	SD530	45.326351	-75.712364	0	0
Macfarlane & Pineglen	6086	SD540	45.326019	-75.712669	0	0
Mackenzie King 1A	3000	CD900	45.424129	-75.689369	0	0
Mackenzie King 2A	3000	CD910	45.424118	-75.68998	0	0
Main & Bower	7641	CF270	45.404522	-75.675537	0	0
Main & Clegg	7640	CF250	45.406475	-75.676666	0	0
Main & Evelyn	502	CF185	45.411201	-75.679436	0	0
Main & Evelyn	6809	CF190	45.411129	-75.679382	0	0
Main & Graham	7635	CF170	45.412205	-75.680023	0	0
Main & Hazel	7639	CF210	45.408741	-75.677902	0	0
Main & Hazel	7638	CF240	45.406693	-75.676521	0	0
Main & Herridge	6811	CF230	45.4076	-75.677269	0	0
Main & Lees	6799	CF175	45.411957	-75.679543	0	0
Main & Mill	2845	SY205	45.225468	-75.684746	0	0
Main & Mill	2846	SY210	45.225502	-75.68457	0	0
Main & Oblate	7636	CF200	45.4095	-75.678093	0	0
Main & Riverdale	6748	CF290	45.403149	-75.674797	0	0
Maisonneuve & Allumettières	1065	CK125	45.432941	-75.712502	0	0
Maisonneuve & Allumettières	6532	CK130	45.431854	-75.713081	0	0
Maisonneuve & Courcelette	1950	CK170	45.427216	-75.713478	0	0
Maisonneuve & Deverdun	3584	CK155	45.434711	-75.712189	0	0
Maisonneuve & Papineau	1941	CK140	45.429787	-75.713043	0	0
Maisonneuve & Papineau	6531	CK150	45.429787	-75.713455	0	0
Maisonneuve & Place D'accueil	5742	CK160	45.427227	-75.71386	0	0
Maitland & Agincourt	7491	NG330	45.366703	-75.751328	0	0
Maitland & Agincourt	7489	NG340	45.366657	-75.751686	0	0
Maitland & Clyde	7493	NG390	45.363716	-75.741814	0	0
Maitland & Erindale	7490	NG350	45.364388	-75.748398	0	0
Maitland & Erindale	7492	NG360	45.364685	-75.748672	0	0
Maitland & Garfield	2981	NG310	45.367756	-75.753075	0	0
Maitland & Garfield	2980	NG320	45.367519	-75.752403	0	0
Maitland & Terrebonne	2979	NG370	45.363785	-75.744431	0	0
Maitland & Terrebonne	2982	NG380	45.363583	-75.744781	0	0
Majestic & Cox	4587	SK220	45.329735	-75.756676	0	0
Majestic & Kelvin	1661	SK240	45.328918	-75.758408	0	0
Majestic & Kelvin	1663	SK250	45.328808	-75.758331	0	0
Majestic & Newhaven	4589	SK260	45.327183	-75.761398	0	0
Majestic & Newhaven	4591	SK270	45.327145	-75.761185	0	0
Majestic & Sherry Lane	4588	SK230	45.329784	-75.75605	0	0
Majestic & Woodroffe	1660	SK200	45.331535	-75.751595	0	0
Malvern & AD 100	1134	WA565	45.281284	-75.762405	0	0
Malvern & AD 100	1132	WA575	45.280846	-75.759865	0	0
Malvern & AD 101	1135	WA570	45.280285	-75.759552	0	0
Malvern & Greenbank	963	WA430	45.283009	-75.754738	0	0
Malvern & Sherway	1133	WA590	45.280361	-75.758453	0	0
Malvern & Thistledown	2822	WA460	45.281288	-75.756973	0	0
Malvern & Tripp	2824	WA450	45.281567	-75.756905	0	0
Malvern & Ventnor	1750	WA440	45.283039	-75.755196	0	0
Mann & Chapel	7617	CE290	45.421101	-75.67202	0	0
Mann & Goulbourn	6793	CE280	45.421745	-75.670502	0	0
Manotick Main & Century	840	SY255	45.216164	-75.66954	0	0
Manotick Main & Currier	1498	SY215	45.223904	-75.682465	0	0
Manotick Main & Currier	1499	SY220	45.224041	-75.68235	0	0
Manotick Main & Eastman	2100	SY225	45.222004	-75.679771	0	0
Manotick Main & Eastman	2101	SY230	45.222065	-75.679604	0	0
Manotick Main & Firefly	2103	SY240	45.220104	-75.675926	0	0
Manotick Main & Island View	838	SY245	45.218128	-75.672729	0	0
Manotick Main & Island View	2104	SY250	45.218037	-75.672249	0	0
Manotick Main & Kelly Marie	2105	SY260	45.216343	-75.669678	0	0
Manotick Main & Mahogany Harbour	2102	SY235	45.220146	-75.676331	0	0
Manotick Station & Elkwood	6994	SX300	45.235477	-75.611572	0	0
Manotick Station & Elkwood	6995	SX301	45.234974	-75.611481	0	0
Manotick Station & Herberts Corners	1072	SX280	45.205395	-75.594246	0	0
Manotick Station & Herberts Corners	1073	SX285	45.20594	-75.594788	0	0
Maple & Scharfield	1494	SY193	45.224964	-75.686958	0	0
Maple Grove & Grenadne	1300	WL512	45.284855	-75.926895	0	0
Maple Grove & Grenadne	1301	WL515	45.285172	-75.926094	0	0
Maple Grove & Huntmar	1337	WL500	45.288754	-75.920761	0	0
Maple Grove & Huntmar	1339	WL503	45.288616	-75.92067	0	0
Maple Grove & Johnwoods	1302	WL518	45.283592	-75.928909	0	0
Maple Grove & Montserrat	1331	WL506	45.28661	-75.924126	0	0
Maple Grove & Montserrat	1334	WL509	45.286926	-75.923325	0	0
Maple Lane & Acacia	7025	AA400	45.446701	-75.673134	0	0
Maple Lane & Elmdale	7024	AA390	45.446541	-75.674881	0	0
Maple Lane & Springfield	8789	AA380	45.44632	-75.677597	0	0
Maravista & Cedarview	1158	WO035	45.271049	-75.774513	0	0
Maravista & Cedarview	1159	WO040	45.27108	-75.774948	0	0
Maravista & Flanders	1986	WO100	45.271667	-75.772461	0	0
Maravista & Flanders	1147	WO115	45.271751	-75.772736	0	0
Maravista & Weybridge	1151	WO120	45.272083	-75.771523	0	0
Maravista & Weybridge	1985	WO125	45.272175	-75.771713	0	0
March & AD 365	574	WH349	45.337242	-75.910103	0	0
March & Solandt	1894	WH310	45.342106	-75.916321	0	0
March & Station	867	WH330	45.338196	-75.911385	0	0
March & Teron	858	WH345	45.33482	-75.906319	0	0
March & Teron	1600	WH355	45.334484	-75.905838	0	0
March Roadand AD 501	7994	WM015	45.346001	-75.921272	0	0
March Roadand AD 570	1820	WM020	45.343845	-75.918091	0	0
March Roadand Carling	7985	WH320	45.338146	-75.910774	0	0
March Roadand Solandt	1898	WM005	45.343155	-75.917168	0	0
March Roadand Trillium	4877	WM050	45.347931	-75.923805	0	0
Marconi & Applecross	9048	WM521	45.357151	-75.924362	0	0
Marconi & Burwash Landing	9052	WM540	45.359615	-75.92804	0	0
Marconi & Burwash Landing	9053	WM545	45.35957	-75.92823	0	0
Marconi & Kinghorn	9049	WM526	45.356869	-75.92411	0	0
Marconi & Klondike	9050	WM530	45.358582	-75.926682	0	0
Marconi & Klondike	9051	WM535	45.358421	-75.926712	0	0
Marconi & Maxwell Bridge	9054	WM550	45.361195	-75.930519	0	0
Marconi & Shirley's Brook	275	WM527	45.356106	-75.922829	0	0
Marconi & Shrley's Brook	6952	WM525	45.356304	-75.922821	0	0
Marconi & Streamside	9055	WM555	45.360851	-75.930397	0	0
Marier & Barrette	7263	AB065	45.441906	-75.670959	0	0
Marier & Beechwood	1650	AB060	45.441963	-75.671501	0	0
Marier & Genest	7029	AB070	45.441189	-75.66906	0	0
Marier & Genest	7264	AB075	45.441048	-75.669083	0	0
Marier & Montfort	7050	AB380	45.438873	-75.663399	0	0
Market Place & Riocan	6945	SL810	45.270554	-75.741402	0	0
Market Place & Riocan	6946	SL820	45.270542	-75.741066	0	0
Marketplace 1A	3047	WA900	45.269596	-75.742889	0	0
Marketplace 2A	3047	WA910	45.269672	-75.742622	0	0
Marketplace & Longfields	1235	SL815	45.271908	-75.737923	0	0
Marketplace & Longfields	1236	SL817	45.271709	-75.738029	0	0
Marlowe & Beckwith	2036	CF281	45.404587	-75.674309	0	0
Massey & Rebecca	8886	EF340	45.46096	-75.616554	0	0
Matheson & Alboro	4439	EE570	45.435593	-75.623329	0	0
Matheson & Alboro	8522	EE580	45.435837	-75.623222	0	0
Matheson & Bathgate	1400	EE590	45.436825	-75.620667	0	0
Maxime & Cyrville	8500	ED210	45.4174	-75.605072	0	0
Maxime & Ridgebrook	5731	ED220	45.421196	-75.607033	0	0
Maxwell Bridge & Windance	9056	WM560	45.359432	-75.93438	0	0
Maxwell Bridge & Windance	9057	WM565	45.359303	-75.934242	0	0
Mayo & Brisbane	6077	SD410	45.325237	-75.707809	0	0
Mayo & Brisbane	996	SD420	45.325443	-75.707657	0	0
Mayo & Tennyson	6074	SD400	45.324799	-75.709297	0	0
Mcarthur & Allen	8932	AC050	45.431458	-75.657265	0	0
Mcarthur & Brant	7066	AC120	45.432087	-75.650055	0	0
Mcarthur & Brant	7067	AC130	45.43198	-75.65007	0	0
Mcarthur & Carmen	5826	AC070	45.431599	-75.655647	0	0
Mcarthur & Crete	7062	AC040	45.431583	-75.6586	0	0
Mcarthur & DE L'église	8605	AC140	45.432255	-75.648102	0	0
Mcarthur & Eastwood	7065	AC100	45.431957	-75.653038	0	0
Mcarthur & Irwin Miller	8600	AC110	45.431808	-75.652428	0	0
Mcarthur & Lacasse	7063	AC060	45.431705	-75.656784	0	0
Mcarthur & Lafontaine	8615	AC080	45.431801	-75.654915	0	0
Mcarthur & Lafontaine	7064	AC090	45.431667	-75.654266	0	0
Mcarthur & May	7068	AC160	45.432465	-75.644966	0	0
Mcarthur & May	8601	AC170	45.432312	-75.645416	0	0
Mcarthur & Mayfield	8777	AD40	45.43108	-75.665703	0	0
Mcarthur & Mayfield	7086	AD45	45.430862	-75.66568	0	0
Mcarthur & Moorvale	8662	AC150	45.432095	-75.648407	0	0
Mcarthur & North River	1995	AD35	45.430698	-75.667999	0	0
Mcarthur & Olmstead	7061	AC030	45.431229	-75.660637	0	0
Mcarthur & Olmstead	8774	AC035	45.431431	-75.660027	0	0
Mcarthur & ST Laurent	7069	AC180	45.432602	-75.643188	0	0
Mcarthur & ST Laurent	7070	AC190	45.432461	-75.643486	0	0
Mcarthur & Vanier	8723	AC010	45.431255	-75.662941	0	0
Mcarthur & Vanier	8773	AC020	45.431049	-75.663109	0	0
Mcbean & Burke	6283	WR249	45.18734	-75.830223	0	0
Mcbean & Burke	6282	WR250	45.187267	-75.829994	0	0
Mcbean & Perth	5901	WR159	45.194183	-75.838493	0	0
Mcbean & Perth	5900	WR161	45.193943	-75.8386	0	0
Mcbean & Strachan	6278	WR235	45.189915	-75.833488	0	0
Mcbean & York	6281	WR245	45.18874	-75.832108	0	0
Mcbride & Raven	7447	NE430	45.375809	-75.74176	0	0
Mcbride & Woodward	4827	NE425	45.376686	-75.742432	0	0
Mccarthy & Cahill	8998	RD390	45.350567	-75.664207	0	0
Mccarthy & Cahill	8984	RD395	45.350479	-75.664658	0	0
Mccarthy & Fielding	4151	RC470	45.362095	-75.675728	0	0
Mccarthy & Paul Anka	4187	RD430	45.351311	-75.669899	0	0
Mccarthy & Pigeon	8480	RD400	45.350708	-75.666451	0	0
Mccarthy & Pigeon	8518	RD410	45.350845	-75.666611	0	0
Mccarthy & Provost	8486	RC450	45.36364	-75.676689	0	0
Mccarthy & Provost	1500	RC460	45.363106	-75.676132	0	0
Mccarthy & Southmore	8927	RC480	45.360115	-75.674492	0	0
Mccarthy & Southmore	4152	RC490	45.36002	-75.674622	0	0
Mccarthy & Twyford	4186	RD420	45.351128	-75.669548	0	0
Mcclellan & Camwood	5205	WB350	45.325066	-75.785027	0	0
Mcclellan & Camwood	5206	WB360	45.325108	-75.784584	0	0
Mcclellan & Camwood	5207	WB390	45.321068	-75.783661	0	0
Mcclellan & Cramer	1672	WB300	45.329033	-75.792496	0	0
Mcclellan & Grad	4098	WB290	45.329018	-75.792732	0	0
Mcclellan & Hobart	5201	WB310	45.326923	-75.790413	0	0
Mcclellan & Hobart	5202	WB320	45.326996	-75.790077	0	0
Mcclellan & Midland	5780	WB370	45.323933	-75.782555	0	0
Mcclellan & Midland	1671	WB380	45.323643	-75.782433	0	0
Mcclellan & Nancy	5629	WB295	45.331158	-75.794151	0	0
Mcclellan & Paula	5622	WB285	45.330818	-75.793961	0	0
Mcclellan & Riverbrook	5203	WB330	45.325603	-75.787384	0	0
Mcclellan & Riverbrook	5204	WB340	45.325829	-75.787483	0	0
Mcclellan & Siskin	1670	WB420	45.320717	-75.783142	0	0
Mccurdy & 1st Castlefrank	3604	WI795	45.300678	-75.893936	0	0
Mccurdy & 2nd Castlefrank	3603	WI604	45.307121	-75.897285	0	0
Mccurdy & Castlefrank	3602	WI602	45.307148	-75.897614	0	0
Mccurdy & Dorey	6187	WI720	45.303242	-75.903946	0	0
Mccurdy & Dorey	6183	WI730	45.303116	-75.90387	0	0
Mccurdy & Fessenden	6188	WI740	45.301094	-75.903214	0	0
Mccurdy & Maple Grove	6190	WI760	45.300507	-75.902107	0	0
Mccurdy & Maple Grove	6182	WI770	45.300358	-75.90168	0	0
Mccurdy & Mcintosh	5605	WI750	45.300987	-75.902817	0	0
Mccurdy & Mclaughlin	5608	WI700	45.304047	-75.901329	0	0
Mccurdy & Sewell	5895	WI655	45.305771	-75.898659	0	0
Mccurdy & Sewell	831	WI670	45.305222	-75.898605	0	0
Mccurdy & Thiesen	5606	WI710	45.304012	-75.901474	0	0
Mccurdy & Thiessen	6186	WI680	45.304665	-75.898994	0	0
Mccurdy & Young	6189	WI780	45.299084	-75.896729	0	0
Mccurdy & Young	6181	WI790	45.299103	-75.897034	0	0
Mcewen & Ambleside	5716	NJ040	45.371254	-75.781982	0	0
Mcewen & Ambleside	5721	NJ050	45.371414	-75.781914	0	0
Mcewen Loop	4931	NJ010	45.372944	-75.783325	0	0
Mcgill & AD 64	4203	RE230	45.333069	-75.671249	0	0
Mcgill & Wolverine	8371	RE220	45.333908	-75.66922	0	0
Mclean & Bravar	1477	SY025	45.243839	-75.701897	0	0
Mclean & Bravar	809	SY030	45.244404	-75.701622	0	0
Mclean & Driscoll	1478	SY035	45.240688	-75.701408	0	0
Mclean & Driscoll	1479	SY040	45.240875	-75.701256	0	0
Mcrae & Richmond	7377	NC170	45.39452	-75.749161	0	0
Mcrae & Scott	4841	NC150	45.396381	-75.750404	0	0
Mcrae & Scott	4893	NC155	45.396473	-75.750687	0	0
Meadwbrook & Appleton	2023	ED415	45.426567	-75.603485	0	0
Meadwbrook & Aurele	8501	ED360	45.425041	-75.607521	0	0
Meadwbrook & Blair	2022	ED410	45.427113	-75.6007	0	0
Meadwbrook & Bortolotti	6347	ED290	45.424194	-75.610611	0	0
Meadwbrook & Eastcliffe	5732	ED270	45.422985	-75.611603	0	0
Meadwbrook & Maxime	6348	ED300	45.42458	-75.609306	0	0
Meadwbrook & Stoneridge	8987	ED390	45.425648	-75.605545	0	0
Meadwglen & Aspenview	7755	EJ280	45.449772	-75.527481	0	0
Meadwglen & Boyer	2477	EJ260	45.452118	-75.524872	0	0
Meadwglen & Boyer	7753	EJ265	45.452175	-75.524384	0	0
Meadwglen & DU Clairvaux	7732	EI613	45.445438	-75.53952	0	0
Meadwglen & Forest Valley	7719	EI640	45.452477	-75.540733	0	0
Meadwglen & Loranger	1399	EJ286	45.4491	-75.528976	0	0
Meadwglen & Meadowfield	7718	EI620	45.449646	-75.543213	0	0
Meadwglen & Meadowhill	7730	EI630	45.450512	-75.543434	0	0
Meadwglen & Montereau	7861	EI616	45.445457	-75.540535	0	0
Meadwglen & Orléans	1738	EI611	45.446918	-75.534866	0	0
Meadwglen & Orléans	2479	EJ295	45.447002	-75.533951	0	0
Meadwglen & Pagé	1401	EJ284	45.449097	-75.529602	0	0
Meadwglen & Robinwood	7752	EJ275	45.451038	-75.526115	0	0
Meadwglen & Sablewood	7750	EJ287	45.447971	-75.531525	0	0
Meadwglen & Summerfields 1	6609	EJ292	45.448357	-75.531364	0	0
Meadwglen & Summerfields 2	7756	EJ290	45.447392	-75.533112	0	0
Meadwglen & Teakdale	7754	EJ270	45.451435	-75.526062	0	0
Meadwglen & Thorncrest	7751	EJ285	45.449364	-75.528053	0	0
Meadwglen & Willowbark	7731	EI618	45.447716	-75.542809	0	0
Meadwglen & Willowbark	7717	EI619	45.447441	-75.542458	0	0
Meadwglen & Windflower	7733	EI612	45.446575	-75.535591	0	0
Meadwglen & Windflower	7715	EI615	45.446384	-75.536575	0	0
Meadwlands & AD 1343	2988	SB360	45.354618	-75.730003	0	0
Meadwlands & AD 1356	2990	SB370	45.354187	-75.729858	0	0
Meadwlands & Bayne	4521	SH470	45.350677	-75.734322	0	0
Meadwlands & Beliveau	2991	SB410	45.35878	-75.724091	0	0
Meadwlands & Beliveau	2987	SB420	45.358906	-75.724052	0	0
Meadwlands & Brooklane	4515	SH370	45.344601	-75.74984	0	0
Meadwlands & Chesterton	2989	SB350	45.353264	-75.73053	0	0
Meadwlands & Claymore	6035	SA250	45.365005	-75.707146	0	0
Meadwlands & Claymore	6034	SA260	45.364933	-75.707024	0	0
Meadwlands & Claymore	6715	SA270	45.366333	-75.705582	0	0
Meadwlands & Claymore	6714	SA280	45.366505	-75.704971	0	0
Meadwlands & Debra	6037	SA300	45.367554	-75.702873	0	0
Meadwlands & Deer Park	6730	SB450	45.360954	-75.719376	0	0
Meadwlands & Deer Park	6731	SB460	45.360649	-75.719772	0	0
Meadwlands & Eagle	4496	SB400	45.356995	-75.728531	0	0
Meadwlands & Fisher	4504	SB530	45.36224	-75.712502	0	0
Meadwlands & Fisher	4503	SB540	45.36227	-75.712105	0	0
Meadwlands & Hogan	4501	SB470	45.36121	-75.717484	0	0
Meadwlands & Hogan	4500	SB480	45.361366	-75.716537	0	0
Meadwlands & Indian	2986	SH400	45.346832	-75.744354	0	0
Meadwlands & Indian	4517	SH410	45.346996	-75.743454	0	0
Meadwlands & Inverness	4499	SB430	45.359901	-75.72187	0	0
Meadwlands & Inverness	4498	SB440	45.359562	-75.722267	0	0
Meadwlands & Joan	4520	SH460	45.349964	-75.736336	0	0
Meadwlands & Merivale	4030	SB320	45.351761	-75.731934	0	0
Meadwlands & Merivale	4029	SB330	45.351276	-75.732292	0	0
Meadwlands & Merivale	4522	SH490	45.350418	-75.734489	0	0
Meadwlands & Ness	6732	SB500	45.361282	-75.714622	0	0
Meadwlands & Ness	6729	SB510	45.361511	-75.714195	0	0
Meadwlands & Ness	4502	SB520	45.361801	-75.713173	0	0
Meadwlands & Perry	2984	SH450	45.349129	-75.737823	0	0
Meadwlands & Peter	2985	SH440	45.348785	-75.739288	0	0
Meadwlands & Prince OF Wales	6036	SA290	45.367813	-75.702652	0	0
Meadwlands & Savuto	4519	SH420	45.347645	-75.74221	0	0
Meadwlands & Savuto	4518	SH430	45.347713	-75.741638	0	0
Meadwlands & Sullivan	6039	SH340	45.343601	-75.752716	0	0
Meadwlands & Sullivan	4514	SH350	45.343864	-75.751808	0	0
Meadwlands & Thatcher	4016	SH360	45.344406	-75.750687	0	0
Meadwlands & Tiverton	4495	SB380	45.35619	-75.729309	0	0
Meadwlands & Tiverton	4497	SB390	45.356644	-75.728752	0	0
Meadwlands & Valmarie	6499	SA230	45.363636	-75.709038	0	0
Meadwlands & Valmarie	6716	SA240	45.363815	-75.708931	0	0
Meadwlands & Viewmount	4516	SH380	45.345303	-75.748337	0	0
Meadwlands & Viewmount	2983	SH390	45.345486	-75.747444	0	0
Meadwlands & Woodroffe	4014	SH330	45.342213	-75.756027	0	0
Medhurst & Woodfield	4459	SG180	45.335274	-75.749123	0	0
Medhurst & Woodroffe	4989	SG200	45.334099	-75.75119	0	0
Mer Bleue & Hydro	1052	EN110	45.447624	-75.499519	0	0
Mer Bleue & Hydro	1053	EN115	45.447536	-75.499802	0	0
Mer Bleue & Innes	6971	EN100	45.454128	-75.50354	0	0
Mer Bleue & Innes	9004	EN101	45.454041	-75.503822	0	0
Mer Bleue & Navan	6970	EN150	45.426075	-75.487709	0	0
Merivale  & Bentley	605	SE101	45.331123	-75.721855	0	0
Merivale & AD  1220	5717	NE270	45.371902	-75.732491	0	0
Merivale & AD 1220	4802	NE280	45.372089	-75.732254	0	0
Merivale & AD 1460	4487	SB210	45.361755	-75.734184	0	0
Merivale & AD 1460	4037	SB220	45.361702	-75.733994	0	0
Merivale & AD 1642	6129	SF050	45.345768	-75.730637	0	0
Merivale & AD 1642	316	SF060	45.345802	-75.730408	0	0
Merivale & Amberwood	6107	SE220	45.318058	-75.714439	0	0
Merivale & Amberwood	988	SE240	45.317635	-75.7145	0	0
Merivale & Baseline	2997	NE310	45.365913	-75.731163	0	0
Merivale & Baseline	2994	NE320	45.365929	-75.730927	0	0
Merivale & Baseline	4041	SB180	45.364639	-75.730965	0	0
Merivale & Basil Macdonald	6131	SF055	45.345531	-75.730431	0	0
Merivale & Bongard	606	SE121	45.329334	-75.72084	0	0
Merivale & Boycrest	3522	SL710	45.305275	-75.707161	0	0
Merivale & Boycrest	1127	SL715	45.305386	-75.70755	0	0
Merivale & Burris	4039	SB190	45.362659	-75.733459	0	0
Merivale & Burris	4486	SB200	45.363338	-75.73262	0	0
Merivale & Caldwell	4804	NE260	45.373138	-75.732704	0	0
Merivale & Camelot	6100	SE090	45.330818	-75.722023	0	0
Merivale & Capilano	323	SB280	45.35537	-75.735977	0	0
Merivale & Capital	1622	SE150	45.324539	-75.71846	0	0
Merivale & Carling	1029	NE125	45.385895	-75.732315	0	0
Merivale & Carling	7431	NE130	45.386471	-75.732307	0	0
Merivale & Carling	1030	NE135	45.386772	-75.731735	0	0
Merivale & Central Park	5698	NE290	45.37001	-75.731918	0	0
Merivale & Central Park	7438	NE300	45.370003	-75.732155	0	0
Merivale & Central Park	2491	NE305	45.36739	-75.731743	0	0
Merivale & Central Park	1267	NE325	45.368126	-75.731606	0	0
Merivale & Cleopatra	5743	SE130	45.327446	-75.720131	0	0
Merivale & Cleopatra	8117	SE140	45.32769	-75.71991	0	0
Merivale & Cleto	4035	SB260	45.35672	-75.737137	0	0
Merivale & Clyde	4033	SB250	45.356689	-75.736778	0	0
Merivale & Coldrey	7432	NE150	45.383533	-75.732857	0	0
Merivale & Colonnad	1637	SE020	45.340599	-75.727554	0	0
Merivale & Colonnad	1635	SE030	45.340733	-75.727425	0	0
Merivale & Crerar	8076	NE140	45.384422	-75.732422	0	0
Merivale & Enterprise	6102	SE110	45.329617	-75.721352	0	0
Merivale & Family Brown	6128	SF030	45.347992	-75.731941	0	0
Merivale & Family Brown	5846	SF040	45.347652	-75.731445	0	0
Merivale & Gilbey	4488	SB230	45.359303	-75.736237	0	0
Merivale & Gilbey	4489	SB240	45.359482	-75.735809	0	0
Merivale & Jamie	1616	SE060	45.333103	-75.723267	0	0
Merivale & Jamie	1615	SE070	45.333145	-75.723	0	0
Merivale & Kimway	6937	SB211	45.3606	-75.735153	0	0
Merivale & Kingston	4800	NE250	45.373749	-75.732475	0	0
Merivale & Kirkwood	4831	NE210	45.377453	-75.733421	0	0
Merivale & Kirkwood	7437	NE220	45.377037	-75.733131	0	0
Merivale & Leaside	7435	NE160	45.382874	-75.732712	0	0
Merivale & Mayview	4834	NE230	45.375137	-75.733093	0	0
Merivale & Meadwlands	2976	SF010	45.350178	-75.733231	0	0
Merivale & Meadwlands	1889	SF020	45.350365	-75.732986	0	0
Merivale & Pineglen	1614	SE180	45.321159	-75.716461	0	0
Merivale & Pineglen	1613	SE190	45.321556	-75.71656	0	0
Merivale & Rossland	4493	SB270	45.354801	-75.735977	0	0
Merivale & Roydon	1636	SE050	45.338448	-75.726074	0	0
Merivale & Roydon	5735	SE055	45.337212	-75.725319	0	0
Merivale & Shillington	7434	NE190	45.37875	-75.733467	0	0
Merivale & Shillington	4819	NE200	45.378971	-75.73317	0	0
Merivale & Slack	6103	SE135	45.326164	-75.719391	0	0
Merivale & Slack	6104	SE155	45.325459	-75.718697	0	0
Merivale & Summerville	8097	NE240	45.375282	-75.732849	0	0
Merivale & Thames	8077	NE120	45.385231	-75.732384	0	0
Merivale & Viewmount	4022	SE010	45.343689	-75.729134	0	0
Merivale & Viewmount	2975	SE015	45.343472	-75.729225	0	0
Merivale & West Hunt Club	5877	SE045	45.335522	-75.724678	0	0
Merivale & West Hunt Club	6099	SE058	45.335629	-75.724442	0	0
Merivale & Woodfield	1638	SE040	45.338379	-75.726334	0	0
Merivale & Woodward	7436	NE170	45.380997	-75.733002	0	0
Merivale & Woodward	7433	NE180	45.380684	-75.73333	0	0
Merkley & AD 603	2763	EO322	45.473709	-75.486946	0	0
Merkley & AD 610	1744	EO327	45.473747	-75.486549	0	0
Merkley & Apollo	2762	EO320	45.474186	-75.485031	0	0
Merkley & Apollo	802	EO325	45.47411	-75.484779	0	0
Merkley & Apollo	2764	EO330	45.472149	-75.48983	0	0
Merkley & Mathieu	1745	EO310	45.474438	-75.481987	0	0
Merkley & Wilkie	1905	EO315	45.474316	-75.482323	0	0
Merkley & Wilkie	2765	EO335	45.472691	-75.488792	0	0
Metcalfe & Pretoria	2428	CF015	45.410397	-75.686424	0	0
Meteor & Mustang	2272	ER450	45.418098	-75.438492	0	0
Meteor & Mustang	2273	ER460	45.41798	-75.438309	0	0
Meteor & Smith	2274	ER470	45.41872	-75.435745	0	0
Meteor & Smith	2275	ER480	45.418751	-75.435349	0	0
Michael & AD 1480	2532	EC260	45.414474	-75.628036	0	0
Michael & AD 1481	2528	EC270	45.414951	-75.628082	0	0
Michael & Belfast	1003	EC265	45.41235	-75.626846	0	0
Michael & Belfast	2529	EC275	45.412567	-75.626869	0	0
Michael & Kenaston	2531	EC240	45.416912	-75.629433	0	0
Michael & Kenaston	2527	EC250	45.41647	-75.628983	0	0
Michael & Newmarket	8534	EC280	45.410236	-75.625717	0	0
Michael & Newmarket	1516	EC290	45.410217	-75.625473	0	0
Michael & Parisien	2530	EC220	45.418568	-75.630341	0	0
Michael & Parisien	2526	EC230	45.418682	-75.630157	0	0
Millenium & ES Gisèle Lalonde	789	EQ123	45.46701	-75.4459	0	0
Millenium & ES Gisèle Lalonde	3328	EQ300	45.466957	-75.445824	0	0
Millennium 1A	3076	EQ900	45.465324	-75.448349	0	0
Millennium 2A	3076	EQ910	45.465294	-75.448105	0	0
Millennium & Trim	9075	EQ330	45.465717	-75.451027	0	0
Millennium & Trim	1090	EQ331	45.465607	-75.450775	0	0
Mitch Owens & Albion	4010	RX010	45.26947	-75.594299	0	0
Mitch Owens & Albion	4009	RX020	45.269348	-75.594193	0	0
Montcrest & Adncliffe	2746	EO400	45.484119	-75.484039	0	0
Montcrest & Cheverny	1777	EO410	45.485367	-75.480522	0	0
Montcrest & Cheverny	2771	EO430	45.483929	-75.477859	0	0
Montcrest & Cookshire	2768	EO425	45.483974	-75.477646	0	0
Montcrest & Lalande	1780	EO405	45.485302	-75.481544	0	0
Montcrest & Talcy	2767	EO415	45.485466	-75.479752	0	0
Montcrest & Talcy	2770	EO420	45.485222	-75.479256	0	0
Montcrest & Watters	2769	EO435	45.482956	-75.476524	0	0
Montcrest & Watters	2772	EO445	45.482609	-75.476028	0	0
Montfort & Alfred	7046	AB310	45.439438	-75.656059	0	0
Montfort & Bradey	7049	AB350	45.438835	-75.660973	0	0
Montfort & Granville	1544	AB320	45.43911	-75.656685	0	0
Montfort & Marier	7048	AB370	45.438797	-75.66301	0	0
Montfort & Park	7047	AB360	45.438904	-75.661392	0	0
Montfort & Ste Anne	8745	AB330	45.43911	-75.658913	0	0
Montfort & Ste Anne	8747	AB340	45.438931	-75.659218	0	0
Montfort Hospital	989	EE010	45.44511	-75.639343	0	0
Montmere & Brian Coburn	1220	EQ367	45.457489	-75.4534	0	0
Montmere & Linaria	709	EQ350	45.46196	-75.452377	0	0
Montmere & Linaria	710	EQ355	45.461857	-75.452187	0	0
Montmere & Plainhill	711	EQ360	45.460396	-75.45472	0	0
Montmere & Plainhill	712	EQ365	45.460484	-75.454498	0	0
