ALBION AND BRAMPTON,8951,RG060,45.348675,-75.639977,0
ALBION AND CAHILL,8844,RF260,45.358616,-75.645607,0
ALBION AND CAHILL,5756,RF270,45.35841,-75.645584,0
ALBION AND CINANNI,8873,RG070,45.347721,-75.639633,0
ALBION AND D'AOUST,8882,RG080,45.347519,-75.639313,0
ALBION AND DEL ZOTTO,1240,RH505,45.313679,-75.619751,0
ALBION AND DEL ZOTTO,1241,RH506,45.314457,-75.620415,0
ALBION AND FENTON,7413,RH501,45.317913,-75.622208,0
ALBION AND GOTH,4261,RG090,45.345745,-75.638474,0
ALBION AND GOTH,4265,RG100,45.345348,-75.638062,0
ALBION AND LEITRIM,5949,RH492,45.32082,-75.62384,0
ALBION AND LEITRIM,5769,RH495,45.319901,-75.623634,0
ALBION AND MASSICOTTE,8380,RG030,45.349934,-75.640884,0
ALBION AND MCMAHON,4262,RG105,45.344982,-75.638054,0
ALBION AND QUINN,6599,RH502,45.317902,-75.622391,0
ALBION AND RIDGEDALE,4263,RG120,45.343723,-75.637329,0
ALBION AND SOUTHGATE,4238,RF280,45.357124,-75.644814,0
ALBION AND SOUTHGATE,4239,RF285,45.356312,-75.64444,0
ALBION AND WALKLEY,7197,AH095,45.37281,-75.653763,0
ALBION AND WALKLEY,8403,AH360,45.373825,-75.654137,0
ALBION AND WYLDEWOOD,4264,RG085,45.346245,-75.638535,0
ALEXANDER AND CHARLES,7002,AA050,45.442532,-75.691505,0
ALEXANDER AND THOMAS,8762,AA035,45.442795,-75.692322,0
ALFRED AND MONTRÉAL,8749,AB300,45.43885,-75.654579,0
ALGOMA AND COMSTOCK,1190,EC605,45.416698,-75.619766,0
ALGOMA AND COMSTOCK,1191,EC610,45.416332,-75.620522,0
ALGOMA AND KENASTON,1192,EC615,45.41766,-75.62368,0
ALGOMA AND KENASTON,1193,EC620,45.41824,-75.624214,0
ALGOMA AND STARTOP,1195,EC600,45.417217,-75.617271,0
ALGONQUIN COLLEGE AND COLLEGE,706,SH150,45.348331,-75.757072,0
ALGONQUIN COLLEGE AND COLLEGE,707,SH155,45.348473,-75.756889,0
ALLUMETTIÈRES AND CHAMPLAIN,1304,CK115,45.432247,-75.71241,0
ALLUMETTIÈRES AND LAURIER,6533,CK110,45.43232,-75.710159,0
ALTA VISTA AND BALFOUR,7167,AF170,45.405045,-75.660439,0
ALTA VISTA AND BILLINGS,7175,AG220,45.394539,-75.662674,0
ALTA VISTA AND CALEDON,8544,AF110,45.410301,-75.657257,0
ALTA VISTA AND CALEDON,8209,AF120,45.410149,-75.657158,0
ALTA VISTA AND CLONTARF,5709,AG330,45.385071,-75.662422,0
ALTA VISTA AND CLUNY,7166,AF160,45.404999,-75.660225,0
ALTA VISTA AND CRESTVIEW,7174,AG200,45.396343,-75.662178,0
ALTA VISTA AND CRESTVIEW,8228,AG210,45.395592,-75.662689,0
ALTA VISTA AND CUNNINGHAM,7178,AG280,45.389275,-75.662727,0
ALTA VISTA AND CUNNINGHAM,7177,AG290,45.388668,-75.663086,0
ALTA VISTA AND DALE,7164,AF130,45.408779,-75.658173,0
ALTA VISTA AND DORION,7165,AF140,45.408257,-75.658211,0
ALTA VISTA AND DORION,8219,AF150,45.407818,-75.658676,0
ALTA VISTA AND HERON,8359,AG390,45.378456,-75.661011,0
ALTA VISTA AND KILBORN,5851,AG300,45.386723,-75.662834,0
ALTA VISTA AND KILBORN,5705,AG310,45.386494,-75.662567,0
ALTA VISTA AND MOUNTBATTEN,8227,AG260,45.391685,-75.662415,0
ALTA VISTA AND ORILLIA,8226,AG320,45.385235,-75.662598,0
ALTA VISTA AND PALEN,8422,AG360,45.382042,-75.661804,0
ALTA VISTA AND PLEASANT PARK,8206,AG240,45.393425,-75.66259,0
ALTA VISTA AND PLEASANT PARK,7176,AG250,45.393162,-75.662682,0
ALTA VISTA AND RANDALL,7180,AG340,45.383827,-75.662193,0
ALTA VISTA AND RANDALL,7179,AG350,45.382874,-75.662209,0
ALTA VISTA AND RIDGEMONT,8425,AG430,45.377113,-75.660843,0
ALTA VISTA AND ROLLAND,8626,AF105,45.411263,-75.65593,0
ALTA VISTA AND SMYTH,7170,AF210,45.399715,-75.661819,0
ALTA VISTA AND SMYTH,7168,AF220,45.400898,-75.6623,0
ALTA VISTA AND SMYTH,7169,AF230,45.399212,-75.661919,0
ALTA VISTA AND SMYTH,8207,AG190,45.39806,-75.661537,0
ALTA VISTA AND SUMMIT,837,AG270,45.39135,-75.662125,0
ALTA VISTA AND VALOUR,8220,AF180,45.402775,-75.661842,0
ALTA VISTA AND VALOUR,8208,AF190,45.402821,-75.66156,0
ALTA VISTA AND WESMAR,8423,AG370,45.381737,-75.661896,0
ALTA VISTA AND WESMAR,7181,AG380,45.379852,-75.661438,0
AMBERWOOD AND CALAIS,6069,SD280,45.32098,-75.710052,0
AMBERWOOD AND EDENBROOK,993,SD250,45.320503,-75.707466,0
AMBERWOOD AND EDENBROOK,991,SD260,45.320545,-75.707146,0
AMBERWOOD AND ERINLEA,6072,SD320,45.319145,-75.713036,0
AMBERWOOD AND FIFESHIRE,6067,SD210,45.323891,-75.703979,0
AMBERWOOD AND FIFESHIRE,6068,SD230,45.322453,-75.705544,0
AMBERWOOD AND LACEWOOD,6070,SD270,45.320564,-75.709778,0
AMBERWOOD AND MERIVALE,381,SD340,45.317406,-75.713837,0
AMBERWOOD AND PARMALEA,6066,SD200,45.323807,-75.702385,0
AMBERWOOD AND PRINCE OF WALES,6065,SD175,45.322983,-75.701424,0
AMBERWOOD AND WEATHERWOOD,4567,SD290,45.321671,-75.712105,0
AMBERWOOD AND WEATHERWOOD,6071,SD300,45.321507,-75.712173,0
AMBERWOOD AND WEATHERWOOD,992,SD310,45.320629,-75.713791,0
AMBERWOOD AND WEATHERWOOD,990,SD330,45.318523,-75.712868,0
AMBLESIDE AND MCEWEN,6247,NJ060,45.372581,-75.78138,0
AMBLESIDE AND NEW ORCHARD,6885,NJ080,45.37368,-75.779816,0
AMBLESIDE AND NEW ORCHARD,6258,NJ090,45.374035,-75.779205,0
AMIENS AND PRESTWICK,5630,EM580,45.472794,-75.499458,0
ANDERSON AND ANDERSON,765,EH700,45.419708,-75.568336,0
ANDERSON AND LEITRIM,1532,RZ700,45.360855,-75.534645,0
ANDERSON AND LEITRIM,1529,RZ710,45.359951,-75.533974,0
ANDERSON AND PIPERVILLE,1535,RZ720,45.342464,-75.524635,0
ANDERSON AND WEIR,766,EH705,45.419804,-75.568039,0
ANN AND MAPLE,1491,SY188,45.225533,-75.686005,0
ANTARES AND AURIGA,6090,SD640,45.329762,-75.708282,0
ANTARES AND AURIGA,6092,SD660,45.330929,-75.709366,0
ANTARES AND AURIGA,6095,SD670,45.330936,-75.709198,0
ANTARES AND CAPELLA,1968,SD680,45.333508,-75.708908,0
ANTARES AND CAPELLA,1922,SD690,45.333569,-75.70874,0
ANTARES AND WEST HUNT CLUB,6096,SD700,45.335369,-75.706345,0
ANTARES AND WEST HUNT CLUB,6097,SD710,45.335663,-75.705421,0
APPLETON AND MEADWBROOK,8502,ED400,45.42609,-75.603569,0
ATHANS AND BANK,4801,RG225,45.351727,-75.631721,0
ATHANS AND COUNCILLOR'S,1617,RG221,45.353359,-75.627373,0
ATHANS AND LEVADA,6142,RG230,45.353363,-75.627716,0
ATHANS AND SIXTH,4273,RG240,45.353958,-75.625893,0
AURIGA AND ANTARES,6094,SD650,45.329731,-75.707954,0
AURIGA AND ANTARES,1039,SD695,45.334606,-75.706184,0
AURIGA AND DEAKIN,1873,SD618,45.332138,-75.704376,0
AURIGA AND DEAKIN,6089,SD620,45.331284,-75.704636,0
AVIATION MUSEUM,8835,EA700,45.458054,-75.64518,0
BANK AND AD 2380,5727,RF390,45.354645,-75.649979,0
BANK AND AD 2401,5726,RF380,45.354733,-75.649483,0
BANK AND AD 4771,1062,RH705,45.322174,-75.594673,0
BANK AND AD 4771,1063,RH710,45.321949,-75.594673,0
BANK AND AD 4835,1069,RH760,45.309456,-75.587234,0
BANK AND ALTA VISTA,4107,RA180,45.37302,-75.664436,0
BANK AND ANALDEA,1059,RH660,45.326191,-75.596977,0
BANK AND ANALDEA,1058,RH670,45.326088,-75.597122,0
BANK AND ANALDEA,1061,RH680,45.324257,-75.595856,0
BANK AND ANALDEA,1060,RH690,45.323498,-75.595619,0
BANK AND ARENA,777,RH651,45.329723,-75.598991,0
BANK AND ARLINGTON,7666,CH110,45.410244,-75.692627,0
BANK AND ATHANS,1524,RG195,45.351269,-75.631615,0
BANK AND AYLMER,6774,CF560,45.395641,-75.684372,0
BANK AND AYLMER,6773,CF570,45.395477,-75.684029,0
BANK AND BELANGER,8302,RA080,45.383392,-75.671654,0
BANK AND BELMONT,2414,CF530,45.392784,-75.682281,0
BANK AND CAHILL,885,RF375,45.356133,-75.651627,0
BANK AND CAMERON,6740,CF500,45.391163,-75.680748,0
BANK AND CAMERON,7653,CF510,45.391304,-75.680519,0
BANK AND CATHERINE,8895,CH120,45.409302,-75.691879,0
BANK AND CHAMBERLAIN,6845,CF740,45.40802,-75.691338,0
BANK AND COLLINS,8435,RA150,45.377056,-75.666626,0
BANK AND CONROY,1352,RH276,45.33622,-75.602707,0
BANK AND ERIE,4105,RA160,45.37529,-75.666016,0
BANK AND ERIE,4106,RA170,45.375088,-75.665581,0
BANK AND EVANS,4103,RA110,45.380543,-75.668427,0
BANK AND EVANS,4102,RA120,45.380165,-75.668533,0
BANK AND FIFTH,6847,CF640,45.401424,-75.687584,0
BANK AND FIFTH,7659,CF650,45.401463,-75.687416,0
BANK AND FIRST,6842,CF710,45.404713,-75.68924,0
BANK AND FLORA,7667,CH100,45.410702,-75.692703,0
BANK AND FOXBAR,4218,RF050,45.367538,-75.661797,0
BANK AND GILMOUR,7665,CH070,45.413651,-75.695,0
BANK AND GLADTONE,8798,CH080,45.412018,-75.693451,0
BANK AND GLADTONE,2489,CH090,45.4118,-75.693512,0
BANK AND GLEBE,7662,CF700,45.405201,-75.689781,0
BANK AND GLOUCESTER,2486,CH010,45.417969,-75.698784,0
BANK AND GLOUCESTER,2484,CH020,45.417797,-75.698349,0
BANK AND GROVE,7654,CF520,45.392406,-75.682236,0
BANK AND HERON,4104,RA130,45.37928,-75.667732,0
BANK AND HERON,8306,RA140,45.378117,-75.667488,0
BANK AND HOPEWELL,6778,CF540,45.393654,-75.683174,0
BANK AND HUNT CLUB,4244,RF400,45.354103,-75.648331,0
BANK AND HUNT CLUB,4245,RF410,45.353687,-75.64817,0
BANK AND ISABELLA,6844,CF750,45.408405,-75.691368,0
BANK AND JOHNSTON,8433,RF065,45.360538,-75.657143,0
BANK AND JOHNSTON,4835,RF075,45.359634,-75.656242,0
BANK AND KILBORN,8296,RA070,45.384178,-75.672035,0
BANK AND KITCHENER,4219,RF060,45.36639,-75.660973,0
BANK AND KITCHENER,4220,RF070,45.366703,-75.660851,0
BANK AND LEITRIM,1798,RH282,45.330448,-75.599678,0
BANK AND LEITRIM,3575,RH287,45.33173,-75.600105,0
BANK AND LEWIS,2483,CH060,45.413651,-75.694717,0
BANK AND LISGAR,2487,CH030,45.416714,-75.697731,0
BANK AND MASON,9002,SX340,45.276653,-75.568008,0
BANK AND MASON,9003,SX341,45.2766,-75.568199,0
BANK AND NOTTINGHILL,8861,RF030,45.368847,-75.662445,0
BANK AND OHIO,8295,RA050,45.385181,-75.672829,0
BANK AND OHIO,6464,RA060,45.38522,-75.673073,0
BANK AND ORVILLE KEMP,1054,RH245,45.333656,-75.601532,0
BANK AND ORVILLE KEMP,8426,RH275,45.333824,-75.601341,0
BANK AND PATTERSON,7664,CF730,45.40678,-75.690468,0
BANK AND POWELL,7663,CF720,45.406349,-75.690376,0
BANK AND QUEEN,7682,CA080,45.420658,-75.701088,0
BANK AND RANDALL,4101,RA100,45.382263,-75.670715,0
BANK AND RIVERDALE,3325,CF485,45.389679,-75.67878,0
BANK AND RIVERDALE,6741,CF490,45.389896,-75.678673,0
BANK AND RIVERSIDE,8298,RA010,45.388786,-75.67704,0
BANK AND RIVERSIDE,8261,RA020,45.388233,-75.676674,0
BANK AND RIVERSIDE,4100,RA030,45.38776,-75.67569,0
BANK AND ROCKINGHAM,8469,RA090,45.382992,-75.671074,0
BANK AND ROSEBELLA,4271,RG217,45.348961,-75.627945,0
BANK AND ROSEBELLA,4270,RG218,45.348858,-75.627274,0
BANK AND ROTARY,3290,RH640,45.327904,-75.597977,0
BANK AND ROTARY,3298,RH645,45.327068,-75.597679,0
BANK AND ROTARY,1057,RH650,45.328033,-75.598244,0
BANK AND SLATER,7687,CA090,45.419392,-75.700027,0
BANK AND SLATER,7688,CA100,45.419109,-75.699486,0
BANK AND SOMERSET,1902,CH040,45.415642,-75.69648,0
BANK AND SOMERSET,2488,CH050,45.415028,-75.696281,0
BANK AND SOUTH KEYS WALKWAY,4221,RF365,45.358154,-75.654755,0
BANK AND SPARKS,7546,CA110,45.421387,-75.701424,0
BANK AND ST BERNARD,8887,RG200,45.349998,-75.629272,0
BANK AND ST BERNARD,1971,RG210,45.349785,-75.629402,0
BANK AND SUNNYSIDE,7655,CF550,45.394508,-75.683403,0
BANK AND SURREY,8860,RF010,45.369301,-75.662964,0
BANK AND THIRD,7660,CF660,45.403149,-75.68856,0
BANK AND THIRD,6841,CF670,45.40321,-75.688416,0
BANK AND TRANSITWAY,4897,RA040,45.386292,-75.674164,0
BANK AND WALKLEY,8436,RA190,45.371105,-75.66346,0
BANK AND WALKLEY,8431,RA200,45.371548,-75.664024,0
BANNER AND NANCY,5210,WB540,45.332272,-75.790894,0
BANNER AND OAKMORE,5209,WB530,45.332405,-75.790207,0
BANNER AND PARKMOUNT,5211,WB550,45.332306,-75.785919,0
BANNER AND PARKMOUNT,5212,WB560,45.332161,-75.785881,0
BANNER AND PARKMOUNT,5213,WB570,45.331913,-75.783768,0
BARNSDALE AND LOCKVIEW,1475,SY015,45.243984,-75.704422,0
BARNSDALE AND LOCKVIEW,1476,SY020,45.244102,-75.704605,0
BARRHAVEN CENTRE 1A,3045,WA940,45.266312,-75.741699,0
BARRHAVEN CENTRE 2A,3045,WA950,45.266159,-75.741623,0
BARRHAVEN CROSSING,4599,SL020,45.293415,-75.744972,0
BARRHAVEN CROSSING,4601,SL025,45.293243,-75.744705,0
BASELINE 1A,3017,SH915,45.347782,-75.762077,0
BASELINE 1B,3017,SH900,45.347412,-75.761856,0
BASELINE 1C,3017,SH905,45.347073,-75.761589,0
BASELINE 1D,3017,SH910,45.346607,-75.761253,0
BASELINE 2A,3017,SH930,45.347401,-75.761703,0
BASELINE 2B,3017,SH935,45.347775,-75.761955,0
BASELINE AND  LAURENTIAN PLACE,4484,SB120,45.362453,-75.737579,0
BASELINE AND  LAURENTIAN PLACE,4043,SB130,45.362469,-75.737152,0
BASELINE AND AD 2323,2907,SJ290,45.345619,-75.776451,0
BASELINE AND AD 2347,2920,SJ280,45.345375,-75.777626,0
BASELINE AND BASSANO,4005,SH060,45.358334,-75.747238,0
BASELINE AND BASSANO,2965,SH070,45.35817,-75.746986,0
BASELINE AND CEDARVIEW,1391,WE050,45.333225,-75.809692,0
BASELINE AND CENTREPOINTE,4571,SJ310,45.346519,-75.774193,0
BASELINE AND CENTREPOINTE,2909,SJ350,45.348915,-75.768738,0
BASELINE AND CLYDE,4485,SB140,45.361591,-75.739052,0
BASELINE AND CLYDE,4003,SH010,45.361206,-75.740532,0
BASELINE AND COBDEN,2918,SJ320,45.346764,-75.774353,0
BASELINE AND COBDEN,2078,SJ375,45.346489,-75.77507,0
BASELINE AND CORDOVA,4508,SH080,45.357357,-75.749435,0
BASELINE AND CORDOVA,4510,SH090,45.357037,-75.749771,0
BASELINE AND DEER FIELD,2963,SH110,45.356148,-75.751709,0
BASELINE AND FARLANE,2420,SB060,45.367031,-75.72657,0
BASELINE AND FARLANE,4482,SB070,45.366936,-75.727272,0
BASELINE AND FERGUSON,4509,SH100,45.356277,-75.7519,0
BASELINE AND FISHER,6028,SA100,45.371807,-75.715637,0
BASELINE AND FISHER,6764,SB010,45.371254,-75.717445,0
BASELINE AND GREENBANK,2900,SJ215,45.341114,-75.787262,0
BASELINE AND GREENBANK,2903,WE230,45.340523,-75.789337,0
BASELINE AND GUTHRIE,1145,WE190,45.339062,-75.7929,0
BASELINE AND GUTHRIE,311,WE200,45.338898,-75.792831,0
BASELINE AND HIGHGATE,4572,SJ330,45.34808,-75.77047,0
BASELINE AND HIGHGATE,4573,SJ340,45.348637,-75.769852,0
BASELINE AND LEXINGTON,6026,SA080,45.372978,-75.713409,0
BASELINE AND LEXINGTON,6027,SA090,45.372746,-75.713341,0
BASELINE AND MARSON,4480,SB020,45.369862,-75.720604,0
BASELINE AND MARSON,319,SB030,45.370052,-75.71962,0
BASELINE AND MCWATTERS,2922,SJ220,45.342491,-75.784607,0
BASELINE AND MCWATTERS,2905,SJ230,45.342365,-75.784264,0
BASELINE AND MERIVALE,4491,SB080,45.36507,-75.731476,0
BASELINE AND MERIVALE,4483,SB090,45.365532,-75.729897,0
BASELINE AND MONTEREY,5249,WE130,45.337448,-75.798065,0
BASELINE AND MONTEREY,5250,WE140,45.337284,-75.797989,0
BASELINE AND NAVAHO,4511,SH120,45.35442,-75.755676,0
BASELINE AND PENDER,4506,SH040,45.359238,-75.745132,0
BASELINE AND PENDER,4507,SH050,45.359119,-75.744789,0
BASELINE AND PRINCE OF WALES,6762,SA055,45.375286,-75.707123,0
BASELINE AND PRINCE OF WALES,6770,SA070,45.374958,-75.707794,0
BASELINE AND QCH,946,WE070,45.333385,-75.806435,0
BASELINE AND ROBERTSON,2310,WE060,45.33379,-75.812019,0
BASELINE AND ROCKWAY,4569,SJ260,45.343899,-75.780632,0
BASELINE AND SANDCASTLE,4049,WE110,45.335674,-75.800751,0
BASELINE AND SANDCASTLE,1698,WE120,45.335739,-75.800049,0
BASELINE AND SIOUX,945,WE090,45.334377,-75.803665,0
BASELINE AND SIOUX,943,WE100,45.334515,-75.802933,0
BASELINE AND SOUTHWOOD,4568,SJ270,45.344311,-75.780205,0
BASELINE AND ST HELEN'S,4505,SH020,45.360229,-75.742859,0
BASELINE AND ST HELEN'S,2967,SH030,45.360085,-75.742538,0
BASELINE AND VALLEY STREAM,941,WE080,45.333248,-75.806076,0
BASELINE AND ZENA,4481,SB040,45.36853,-75.723114,0
BASELINE AND ZENA,6766,SB050,45.368454,-75.723839,0
BASELINE OFF STOP,3017,SH936,45.346996,-75.761429,0
BASIL MACDONALD AND GRANT CARMAN,7408,SF065,45.34708,-75.727898,0
